ZIP,CARRIER,LOCALITY,STATE,RURAL
71419,07202,99,LA,B
71422,07202,99,LA,B
71423,07202,99,LA,U
71424,07202,99,LA,U
71425,07202,99,LA,B
71426,07202,99,LA,B
71427,07202,99,LA,U
71428,07202,99,LA,R
71429,07202,99,LA,B
71430,07202,99,LA,R
71431,07202,99,LA,U
71432,07202,99,LA,U
71433,07202,99,LA,R
71434,07202,99,LA,R
71435,07202,99,LA,B
71438,07202,99,LA,U
71439,07202,99,LA,R
71440,07202,99,LA,B
71441,07202,99,LA,B
71443,07202,99,LA,R
71444,07202,99,LA,R
71446,07202,99,LA,R
71447,07202,99,LA,U
71448,07202,99,LA,R
71449,07202,99,LA,B
71450,07202,99,LA,R
71452,07202,99,LA,R
71454,07202,99,LA,U
71455,07202,99,LA,U
71456,07202,99,LA,R
71457,07202,99,LA,R
71458,07202,99,LA,R
71459,07202,99,LA,R
71460,07202,99,LA,B
71461,07202,99,LA,R
71462,07202,99,LA,B
71463,07202,99,LA,R
71465,07202,99,LA,B
71466,07202,99,LA,U
71467,07202,99,LA,U
71468,07202,99,LA,R
71469,07202,99,LA,R
71471,07202,99,LA,B
71472,07202,99,LA,U
71473,07202,99,LA,B
71474,07202,99,LA,R
71475,07202,99,LA,R
71477,07202,99,LA,U
71479,07202,99,LA,B
71480,07202,99,LA,B
71481,07202,99,LA,U
71483,07202,99,LA,B
71485,07202,99,LA,U
71486,07202,99,LA,B
71496,07202,99,LA,R
71497,07202,99,LA,R
01001,14212,99,MA,U
01002,14212,99,MA,U
01003,14212,99,MA,U
01004,14212,99,MA,U
01005,14212,99,MA,U
01007,14212,99,MA,U
01008,14212,99,MA,U
01009,14212,99,MA,U
01010,14212,99,MA,U
01011,14212,99,MA,U
01012,14212,99,MA,U
01013,14212,99,MA,U
01014,14212,99,MA,U
01020,14212,99,MA,U
01021,14212,99,MA,U
01022,14212,99,MA,U
01026,14212,99,MA,U
01027,14212,99,MA,U
01028,14212,99,MA,U
01029,14212,99,MA,R
01030,14212,99,MA,U
01031,14212,99,MA,U
01032,14212,99,MA,U
01033,14212,99,MA,U
01034,14212,99,MA,U
01035,14212,99,MA,U
01036,14212,99,MA,U
01037,14212,99,MA,U
01038,14212,99,MA,U
01039,14212,99,MA,U
01040,14212,99,MA,U
01041,14212,99,MA,U
01050,14212,99,MA,U
01053,14212,99,MA,U
01054,14212,99,MA,U
01056,14212,99,MA,U
01057,14212,99,MA,U
01059,14212,99,MA,U
01060,14212,99,MA,U
01061,14212,99,MA,U
01062,14212,99,MA,U
01063,14212,99,MA,U
01066,14212,99,MA,U
01068,14212,99,MA,U
01069,14212,99,MA,U
01070,14212,99,MA,U
01071,14212,99,MA,U
01072,14212,99,MA,U
01073,14212,99,MA,U
01074,14212,99,MA,U
01075,14212,99,MA,U
01077,14212,99,MA,U
01079,14212,99,MA,U
01080,14212,99,MA,U
01081,14212,99,MA,U
01082,14212,99,MA,U
01083,14212,99,MA,U
01084,14212,99,MA,U
01085,14212,99,MA,U
01086,14212,99,MA,U
01088,14212,99,MA,U
01089,14212,99,MA,U
01090,14212,99,MA,U
01092,14212,99,MA,U
01093,14212,99,MA,U
01094,14212,99,MA,U
01095,14212,99,MA,U
01096,14212,99,MA,U
01097,14212,99,MA,U
01098,14212,99,MA,U
01101,14212,99,MA,U
01102,14212,99,MA,U
01103,14212,99,MA,U
01104,14212,99,MA,U
01105,14212,99,MA,U
01106,14212,99,MA,U
01107,14212,99,MA,U
01108,14212,99,MA,U
01109,14212,99,MA,U
01111,14212,99,MA,U
01114,14212,99,MA,U
01115,14212,99,MA,U
01116,14212,99,MA,U
01118,14212,99,MA,U
01119,14212,99,MA,U
01128,14212,99,MA,U
01129,14212,99,MA,U
01133,14212,99,MA,U
01138,14212,99,MA,U
01139,14212,99,MA,U
01144,14212,99,MA,U
01151,14212,99,MA,U
01152,14212,99,MA,U
01195,14212,99,MA,U
01199,14212,99,MA,U
01201,14212,99,MA,U
01202,14212,99,MA,U
01203,14212,99,MA,U
01220,14212,99,MA,U
01222,14212,99,MA,R
01223,14212,99,MA,U
01224,14212,99,MA,U
01225,14212,99,MA,U
01226,14212,99,MA,U
01227,14212,99,MA,U
01229,14212,99,MA,R
01230,14212,99,MA,R
01235,14212,99,MA,U
01236,14212,99,MA,R
01237,14212,99,MA,U
01238,14212,99,MA,R
01240,14212,99,MA,R
01242,14212,99,MA,R
01243,14212,99,MA,U
01244,14212,99,MA,R
01245,14212,99,MA,R
01247,14212,99,MA,R
01252,14212,99,MA,R
01253,14212,99,MA,R
01254,14212,99,MA,U
01255,14212,99,MA,R
01256,14212,99,MA,U
01257,14212,99,MA,R
01258,14212,99,MA,R
01259,14212,99,MA,R
01260,14212,99,MA,R
01262,14212,99,MA,R
01263,14212,99,MA,R
01264,14212,99,MA,R
01266,14212,99,MA,R
01267,14212,99,MA,R
01270,14212,99,MA,U
01301,14212,99,MA,R
01302,14212,99,MA,R
01330,14212,99,MA,U
01331,14212,99,MA,R
01337,14212,99,MA,R
01338,14212,99,MA,R
01339,14212,99,MA,R
01340,14212,99,MA,R
01341,14212,99,MA,U
01342,14212,99,MA,U
01343,14212,99,MA,U
01344,14212,99,MA,R
01346,14212,99,MA,R
01347,14212,99,MA,R
01349,14212,99,MA,R
01350,14212,99,MA,R
01351,14212,99,MA,R
01354,14212,99,MA,R
01355,14212,99,MA,U
01360,14212,99,MA,R
01364,14212,99,MA,R
01366,14212,99,MA,U
01367,14212,99,MA,R
01368,14212,99,MA,U
01369,14212,99,MA,U
01370,14212,99,MA,R
01373,14212,99,MA,U
01375,14212,99,MA,U
01376,14212,99,MA,R
01378,14212,99,MA,R
01379,14212,99,MA,R
01380,14212,99,MA,R
01420,14212,99,MA,U
01430,14212,99,MA,U
01431,14212,01,MA,U
01432,14212,01,MA,U
01434,14212,01,MA,U
01436,14212,99,MA,U
01438,14212,99,MA,U
01440,14212,99,MA,U
01441,14212,99,MA,U
01450,14212,01,MA,U
01451,14212,99,MA,U
01452,14212,99,MA,U
01453,14212,99,MA,U
01460,14212,01,MA,U
01462,14212,99,MA,U
01463,14212,01,MA,U
01464,14212,01,MA,U
01467,14212,99,MA,U
01468,14212,99,MA,U
01469,14212,01,MA,U
01470,14212,01,MA,U
01471,14212,01,MA,U
01472,14212,01,MA,U
01473,14212,99,MA,U
01474,14212,01,MA,U
01475,14212,99,MA,U
01477,14212,99,MA,U
01501,14212,99,MA,U
01503,14212,99,MA,U
01504,14212,99,MA,U
01505,14212,99,MA,U
01506,14212,99,MA,U
01507,14212,99,MA,U
01508,14212,99,MA,U
01509,14212,99,MA,U
01510,14212,99,MA,U
01515,14212,99,MA,U
01516,14212,99,MA,U
01517,14212,99,MA,U
01518,14212,99,MA,U
01519,14212,99,MA,U
01520,14212,99,MA,U
01521,14212,99,MA,U
01522,14212,99,MA,U
01523,14212,99,MA,U
01524,14212,99,MA,U
01525,14212,99,MA,U
01526,14212,99,MA,U
01527,14212,99,MA,U
01529,14212,99,MA,U
01531,14212,99,MA,U
01532,14212,99,MA,U
01534,14212,99,MA,U
01535,14212,99,MA,U
01536,14212,99,MA,U
01537,14212,99,MA,U
01538,14212,99,MA,U
01540,14212,99,MA,U
01541,14212,99,MA,U
01542,14212,99,MA,U
01543,14212,99,MA,U
01545,14212,99,MA,U
01546,14212,99,MA,U
01550,14212,99,MA,U
01560,14212,99,MA,U
01561,14212,99,MA,U
01562,14212,99,MA,U
01564,14212,99,MA,U
01566,14212,99,MA,U
01568,14212,99,MA,U
01569,14212,99,MA,U
01570,14212,99,MA,U
01571,14212,99,MA,U
01580,14212,99,MA,U
01581,14212,99,MA,U
01582,14212,99,MA,U
01583,14212,99,MA,U
01585,14212,99,MA,U
01586,14212,99,MA,U
01588,14212,99,MA,U
01590,14212,99,MA,U
01601,14212,99,MA,U
01602,14212,99,MA,U
01603,14212,99,MA,U
01604,14212,99,MA,U
01605,14212,99,MA,U
01606,14212,99,MA,U
01607,14212,99,MA,U
01608,14212,99,MA,U
01609,14212,99,MA,U
01610,14212,99,MA,U
01611,14212,99,MA,U
01612,14212,99,MA,U
01613,14212,99,MA,U
01614,14212,99,MA,U
01615,14212,99,MA,U
01653,14212,99,MA,U
01654,14212,99,MA,U
01655,14212,99,MA,U
01701,14212,01,MA,U
01702,14212,01,MA,U
01703,14212,01,MA,U
01704,14212,01,MA,U
01705,14212,01,MA,U
01718,14212,01,MA,U
01719,14212,01,MA,U
01720,14212,01,MA,U
01721,14212,01,MA,U
01730,14212,01,MA,U
01731,14212,01,MA,U
01740,14212,99,MA,U
01741,14212,01,MA,U
01742,14212,01,MA,U
01745,14212,99,MA,U
01746,14212,01,MA,U
01747,14212,99,MA,U
01748,14212,01,MA,U
01749,14212,01,MA,U
01752,14212,01,MA,U
01754,14212,01,MA,U
01756,14212,99,MA,U
01757,14212,99,MA,U
01760,14212,01,MA,U
01770,14212,01,MA,U
01772,14212,99,MA,U
01773,14212,01,MA,U
01775,14212,01,MA,U
01776,14212,01,MA,U
01778,14212,01,MA,U
01784,14212,01,MA,U
01801,14212,01,MA,U
01803,14212,01,MA,U
01805,14212,01,MA,U
01806,14212,01,MA,U
01807,14212,01,MA,U
01808,14212,01,MA,U
01810,14212,99,MA,U
01812,14212,99,MA,U
01813,14212,01,MA,U
01815,14212,01,MA,U
01821,14212,01,MA,U
01822,14212,01,MA,U
01824,14212,01,MA,U
01825,14212,01,MA,U
01826,14212,01,MA,U
01827,14212,01,MA,U
01830,14212,99,MA,U
01831,14212,99,MA,U
01832,14212,99,MA,U
01833,14212,99,MA,U
01834,14212,99,MA,U
01835,14212,99,MA,U
01840,14212,99,MA,U
01841,14212,99,MA,U
01842,14212,99,MA,U
01843,14212,99,MA,U
01844,14212,99,MA,U
01845,14212,99,MA,U
01850,14212,01,MA,U
01851,14212,01,MA,U
01852,14212,01,MA,U
01853,14212,01,MA,U
01854,14212,01,MA,U
01860,14212,99,MA,U
01862,14212,01,MA,U
01863,14212,01,MA,U
01864,14212,01,MA,U
01865,14212,01,MA,U
01866,14212,01,MA,U
01867,14212,01,MA,U
01876,14212,01,MA,U
01879,14212,01,MA,U
01880,14212,01,MA,U
01885,14212,99,MA,U
01886,14212,01,MA,U
01887,14212,01,MA,U
01888,14212,01,MA,U
01889,14212,01,MA,U
01890,14212,01,MA,U
01899,14212,99,MA,U
01901,14212,99,MA,U
01902,14212,99,MA,U
01903,14212,99,MA,U
01904,14212,99,MA,U
01905,14212,99,MA,U
01906,14212,99,MA,U
01907,14212,99,MA,U
01908,14212,99,MA,U
01910,14212,99,MA,U
01913,14212,99,MA,U
01915,14212,99,MA,U
01921,14212,99,MA,U
01922,14212,99,MA,U
01923,14212,99,MA,U
01929,14212,99,MA,U
01930,14212,99,MA,U
01931,14212,99,MA,U
01936,14212,99,MA,U
01937,14212,99,MA,U
01938,14212,99,MA,U
01940,14212,99,MA,U
01944,14212,99,MA,U
01945,14212,99,MA,U
01947,14212,99,MA,U
01949,14212,99,MA,U
01950,14212,99,MA,U
01951,14212,99,MA,U
01952,14212,99,MA,U
01960,14212,99,MA,U
01961,14212,99,MA,U
01965,14212,99,MA,U
01966,14212,99,MA,U
01969,14212,99,MA,U
01970,14212,99,MA,U
01971,14212,99,MA,U
01982,14212,99,MA,U
01983,14212,99,MA,U
01984,14212,99,MA,U
01985,14212,99,MA,U
02018,14212,99,MA,U
02019,14212,01,MA,U
02020,14212,99,MA,U
02021,14212,01,MA,U
02025,14212,01,MA,U
02026,14212,01,MA,U
02027,14212,01,MA,U
02030,14212,01,MA,U
02031,14212,99,MA,U
02032,14212,01,MA,U
02035,14212,01,MA,U
02038,14212,01,MA,U
02040,14212,99,MA,U
02041,14212,99,MA,U
02043,14212,99,MA,U
02044,14212,99,MA,U
02045,14212,99,MA,U
02047,14212,99,MA,U
02048,14212,99,MA,U
02050,14212,99,MA,U
02051,14212,99,MA,U
02052,14212,01,MA,U
02053,14212,01,MA,U
02054,14212,01,MA,U
02055,14212,99,MA,U
02056,14212,01,MA,U
02059,14212,99,MA,U
02060,14212,99,MA,U
02061,14212,99,MA,U
02062,14212,01,MA,U
02065,14212,99,MA,U
02066,14212,99,MA,U
02067,14212,01,MA,U
02070,14212,01,MA,U
02071,14212,01,MA,U
02072,14212,01,MA,U
02081,14212,01,MA,U
02090,14212,01,MA,U
02093,14212,01,MA,U
02101,14212,01,MA,U
02102,14212,01,MA,U
02103,14212,01,MA,U
02104,14212,01,MA,U
02105,14212,01,MA,U
02106,14212,01,MA,U
02107,14212,01,MA,U
02108,14212,01,MA,U
02109,14212,01,MA,U
02110,14212,01,MA,U
02111,14212,01,MA,U
02112,14212,01,MA,U
02113,14212,01,MA,U
02114,14212,01,MA,U
02115,14212,01,MA,U
02116,14212,01,MA,U
02117,14212,01,MA,U
02118,14212,01,MA,U
02119,14212,01,MA,U
02120,14212,01,MA,U
02121,14212,01,MA,U
02122,14212,01,MA,U
02123,14212,01,MA,U
02124,14212,01,MA,U
02125,14212,01,MA,U
02126,14212,01,MA,U
02127,14212,01,MA,U
02128,14212,01,MA,U
02129,14212,01,MA,U
02130,14212,01,MA,U
02131,14212,01,MA,U
02132,14212,01,MA,U
02133,14212,01,MA,U
02134,14212,01,MA,U
02135,14212,01,MA,U
02136,14212,01,MA,U
02137,14212,01,MA,U
02138,14212,01,MA,U
02139,14212,01,MA,U
02140,14212,01,MA,U
02141,14212,01,MA,U
02142,14212,01,MA,U
02143,14212,01,MA,U
02144,14212,01,MA,U
02145,14212,01,MA,U
02146,14212,01,MA,U
02147,14212,01,MA,U
02148,14212,01,MA,U
02149,14212,01,MA,U
02150,14212,01,MA,U
02151,14212,01,MA,U
02152,14212,01,MA,U
02153,14212,01,MA,U
02154,14212,01,MA,U
02155,14212,01,MA,U
02156,14212,01,MA,U
02157,14212,01,MA,U
02158,14212,01,MA,U
02159,14212,01,MA,U
02160,14212,01,MA,U
02161,14212,01,MA,U
02162,14212,01,MA,U
02163,14212,01,MA,U
02164,14212,01,MA,U
02165,14212,01,MA,U
02166,14212,01,MA,U
02167,14212,01,MA,U
02168,14212,01,MA,U
02169,14212,01,MA,U
02170,14212,01,MA,U
02171,14212,01,MA,U
02172,14212,01,MA,U
02173,14212,01,MA,U
02174,14212,01,MA,U
02175,14212,01,MA,U
02176,14212,01,MA,U
02177,14212,01,MA,U
02178,14212,01,MA,U
02179,14212,01,MA,U
02180,14212,01,MA,U
02181,14212,01,MA,U
02184,14212,01,MA,U
02185,14212,01,MA,U
02186,14212,01,MA,U
02187,14212,01,MA,U
02188,14212,01,MA,U
02189,14212,01,MA,U
02190,14212,01,MA,U
02191,14212,01,MA,U
02192,14212,01,MA,U
02193,14212,01,MA,U
02194,14212,01,MA,U
02195,14212,01,MA,U
02196,14212,01,MA,U
02199,14212,01,MA,U
02201,14212,01,MA,U
02202,14212,01,MA,U
02203,14212,01,MA,U
02204,14212,01,MA,U
02205,14212,01,MA,U
02206,14212,01,MA,U
02207,14212,01,MA,U
02208,14212,01,MA,U
02209,14212,01,MA,U
02210,14212,01,MA,U
02211,14212,01,MA,U
02212,14212,01,MA,U
02215,14212,01,MA,U
02216,14212,01,MA,U
02217,14212,01,MA,U
02222,14212,01,MA,U
02228,14212,01,MA,U
02238,14212,01,MA,U
02239,14212,01,MA,U
02241,14212,01,MA,U
02254,14212,01,MA,U
02258,14212,01,MA,U
02266,14212,01,MA,U
02269,14212,01,MA,U
02272,14212,01,MA,U
02277,14212,01,MA,U
02283,14212,01,MA,U
02284,14212,01,MA,U
02293,14212,01,MA,U
02295,14212,01,MA,U
02297,14212,01,MA,U
02298,14212,01,MA,U
02301,14212,99,MA,U
02302,14212,99,MA,U
02303,14212,99,MA,U
02304,14212,99,MA,U
02305,14212,99,MA,U
02322,14212,01,MA,U
02324,14212,99,MA,U
02325,14212,99,MA,U
02327,14212,99,MA,U
02330,14212,99,MA,U
02331,14212,99,MA,U
02332,14212,99,MA,U
02333,14212,99,MA,U
02334,14212,99,MA,U
02337,14212,99,MA,U
02338,14212,99,MA,U
02339,14212,99,MA,U
02340,14212,99,MA,U
02341,14212,99,MA,U
02343,14212,01,MA,U
02344,14212,99,MA,U
02345,14212,99,MA,U
02346,14212,99,MA,U
02347,14212,99,MA,U
02348,14212,99,MA,U
02349,14212,99,MA,U
02350,14212,99,MA,U
02351,14212,99,MA,U
02355,14212,99,MA,U
02356,14212,99,MA,U
02357,14212,99,MA,U
02358,14212,99,MA,U
02359,14212,99,MA,U
02360,14212,99,MA,U
02361,14212,99,MA,U
02362,14212,99,MA,U
02364,14212,99,MA,U
02366,14212,99,MA,U
02367,14212,99,MA,U
02368,14212,01,MA,U
02370,14212,99,MA,U
02375,14212,99,MA,U
02379,14212,99,MA,U
02381,14212,99,MA,U
02382,14212,99,MA,U
02401,14212,99,MA,U
02402,14212,99,MA,U
02403,14212,99,MA,U
02404,14212,99,MA,U
02405,14212,99,MA,U
02420,14212,01,MA,U
02421,14212,01,MA,U
02445,14212,01,MA,U
02446,14212,01,MA,U
02447,14212,01,MA,U
02451,14212,01,MA,U
02452,14212,01,MA,U
02453,14212,01,MA,U
02454,14212,01,MA,U
02455,14212,01,MA,U
02456,14212,01,MA,U
02457,14212,01,MA,U
02458,14212,01,MA,U
02459,14212,01,MA,U
02460,14212,01,MA,U
02461,14212,01,MA,U
02462,14212,01,MA,U
02464,14212,01,MA,U
02465,14212,01,MA,U
02466,14212,01,MA,U
02467,14212,01,MA,U
02468,14212,01,MA,U
02471,14212,01,MA,U
02472,14212,01,MA,U
02474,14212,01,MA,U
02475,14212,01,MA,U
02476,14212,01,MA,U
02477,14212,01,MA,U
02478,14212,01,MA,U
02479,14212,01,MA,U
02481,14212,01,MA,U
02482,14212,01,MA,U
02492,14212,01,MA,U
02493,14212,01,MA,U
02494,14212,01,MA,U
02495,14212,01,MA,U
02532,14212,99,MA,U
02534,14212,99,MA,U
02535,14212,99,MA,R
02536,14212,99,MA,U
02537,14212,99,MA,U
02538,14212,99,MA,U
02539,14212,99,MA,R
02540,14212,99,MA,U
02541,14212,99,MA,U
02542,14212,99,MA,U
02543,14212,99,MA,U
02552,14212,99,MA,R
02553,14212,99,MA,U
02554,14212,99,MA,R
02556,14212,99,MA,U
02557,14212,99,MA,R
02558,14212,99,MA,U
02559,14212,99,MA,U
02561,14212,99,MA,U
02562,14212,99,MA,U
02563,14212,99,MA,U
02564,14212,99,MA,R
02565,14212,99,MA,U
02568,14212,99,MA,R
02571,14212,99,MA,U
02573,14212,99,MA,R
02574,14212,99,MA,U
02575,14212,99,MA,R
02576,14212,99,MA,U
02584,14212,99,MA,R
02601,14212,99,MA,U
02630,14212,99,MA,U
02631,14212,99,MA,U
02632,14212,99,MA,U
02633,14212,99,MA,U
02634,14212,99,MA,U
02635,14212,99,MA,U
02636,14212,99,MA,U
02637,14212,99,MA,U
02638,14212,99,MA,U
02639,14212,99,MA,U
02641,14212,99,MA,U
02642,14212,99,MA,U
02643,14212,99,MA,U
02644,14212,99,MA,U
02645,14212,99,MA,U
02646,14212,99,MA,U
02647,14212,99,MA,U
02648,14212,99,MA,U
02649,14212,99,MA,U
02650,14212,99,MA,U
02651,14212,99,MA,U
02652,14212,99,MA,R
02653,14212,99,MA,U
02655,14212,99,MA,U
02657,14212,99,MA,R
02659,14212,99,MA,U
02660,14212,99,MA,U
02661,14212,99,MA,U
02662,14212,99,MA,U
02663,14212,99,MA,R
02664,14212,99,MA,U
02666,14212,99,MA,R
02667,14212,99,MA,R
02668,14212,99,MA,U
02669,14212,99,MA,U
02670,14212,99,MA,U
02671,14212,99,MA,U
02672,14212,99,MA,U
02673,14212,99,MA,U
02675,14212,99,MA,U
02702,14212,99,MA,U
02703,14212,99,MA,U
02712,14212,99,MA,U
02713,14212,99,MA,R
02714,14212,99,MA,U
02715,14212,99,MA,U
02717,14212,99,MA,U
02718,14212,99,MA,U
02719,14212,99,MA,U
02720,14212,99,MA,U
02721,14212,99,MA,U
02722,14212,99,MA,U
02723,14212,99,MA,U
02724,14212,99,MA,U
02725,14212,99,MA,U
02726,14212,99,MA,U
02738,14212,99,MA,U
02739,14212,99,MA,U
02740,14212,99,MA,U
02741,14212,99,MA,U
02742,14212,99,MA,U
02743,14212,99,MA,U
02744,14212,99,MA,U
02745,14212,99,MA,U
02746,14212,99,MA,U
02747,14212,99,MA,U
02748,14212,99,MA,U
02760,14212,99,MA,U
02761,14212,99,MA,U
02762,14212,01,MA,U
02763,14212,99,MA,U
02764,14212,99,MA,U
02766,14212,99,MA,U
02767,14212,99,MA,U
02768,14212,99,MA,U
02769,14212,99,MA,U
02770,14212,99,MA,U
02771,14212,99,MA,U
02777,14212,99,MA,U
02779,14212,99,MA,U
02780,14212,99,MA,U
02783,14212,99,MA,U
02790,14212,99,MA,U
02791,14212,99,MA,U
05501,14212,99,MA,U
05544,14212,99,MA,U
20588,12302,01,MD,U
20601,12302,99,MD,U
20602,12302,99,MD,U
20603,12302,99,MD,U
20604,12302,99,MD,U
20606,12302,99,MD,U
20607,12202,01,MD,U
20608,12202,01,MD,U
20609,12302,99,MD,U
20610,12302,99,MD,U
20611,12302,99,MD,U
20612,12302,99,MD,U
20613,12202,01,MD,U
20615,12302,99,MD,U
20616,12302,99,MD,U
20617,12302,99,MD,U
20618,12302,99,MD,U
20619,12302,99,MD,U
20620,12302,99,MD,U
20621,12302,99,MD,U
20622,12302,99,MD,U
20623,12202,01,MD,U
20624,12302,99,MD,U
20625,12302,99,MD,U
20626,12302,99,MD,U
20627,12302,99,MD,U
20628,12302,99,MD,U
20629,12302,99,MD,U
20630,12302,99,MD,U
20632,12302,99,MD,U
20634,12302,99,MD,U
20635,12302,99,MD,U
20636,12302,99,MD,U
20637,12302,99,MD,U
20639,12302,99,MD,U
20640,12302,99,MD,U
20643,12302,99,MD,U
20645,12302,99,MD,U
20646,12302,99,MD,U
20650,12302,99,MD,U
20653,12302,99,MD,U
20656,12302,99,MD,U
20657,12302,99,MD,U
20658,12302,99,MD,U
20659,12302,99,MD,U
20660,12302,99,MD,U
20661,12302,99,MD,U
20662,12302,99,MD,U
20664,12302,99,MD,U
20667,12302,99,MD,U
20670,12302,99,MD,U
20674,12302,99,MD,U
20675,12302,99,MD,U
20676,12302,99,MD,U
20677,12302,99,MD,U
20678,12302,99,MD,U
20680,12302,99,MD,U
20682,12302,99,MD,U
20684,12302,99,MD,U
20685,12302,99,MD,U
20686,12302,99,MD,U
20687,12302,99,MD,U
20688,12302,99,MD,U
20689,12302,99,MD,U
20690,12302,99,MD,U
20692,12302,99,MD,U
20693,12302,99,MD,U
20695,12302,99,MD,U
20697,12202,01,MD,U
20701,12302,01,MD,U
20703,12202,01,MD,U
20704,12202,01,MD,U
20705,12202,01,MD,U
20706,12202,01,MD,U
20707,12202,01,MD,U
20708,12202,01,MD,U
20709,12202,01,MD,U
20710,12202,01,MD,U
20711,12302,01,MD,U
20712,12202,01,MD,U
20714,12302,99,MD,U
20715,12202,01,MD,U
20716,12202,01,MD,U
20717,12202,01,MD,U
20718,12202,01,MD,U
20719,12202,01,MD,U
20720,12202,01,MD,U
20721,12202,01,MD,U
20722,12202,01,MD,U
20723,12302,01,MD,U
20724,12302,01,MD,U
20725,12202,01,MD,U
20726,12202,01,MD,U
20731,12202,01,MD,U
20732,12302,99,MD,U
20733,12302,01,MD,U
20735,12202,01,MD,U
20736,12302,99,MD,U
20737,12202,01,MD,U
20738,12202,01,MD,U
20740,12202,01,MD,U
20741,12202,01,MD,U
20742,12202,01,MD,U
20743,12202,01,MD,U
20744,12202,01,MD,U
20745,12202,01,MD,U
20746,12202,01,MD,U
20747,12202,01,MD,U
20748,12202,01,MD,U
20749,12202,01,MD,U
20750,12202,01,MD,U
20751,12302,01,MD,U
20752,12202,01,MD,U
20753,12202,01,MD,U
20754,12302,99,MD,U
20755,12302,01,MD,U
20757,12202,01,MD,U
20758,12302,01,MD,U
20759,12302,01,MD,U
20762,12202,01,MD,U
20763,12302,01,MD,U
20764,12302,01,MD,U
20765,12302,01,MD,U
20768,12202,01,MD,U
20769,12202,01,MD,U
20770,12202,01,MD,U
20771,12202,01,MD,U
20772,12202,01,MD,U
20773,12202,01,MD,U
20774,12202,01,MD,U
20775,12202,01,MD,U
20776,12302,01,MD,U
20777,12302,01,MD,U
20778,12302,01,MD,U
20779,12302,01,MD,U
20781,12202,01,MD,U
20782,12202,01,MD,U
20783,12202,01,MD,U
20784,12202,01,MD,U
20785,12202,01,MD,U
20787,12202,01,MD,U
20788,12202,01,MD,U
20790,12202,01,MD,U
20791,12202,01,MD,U
20792,12202,01,MD,U
20794,12302,01,MD,U
20797,12202,01,MD,U
20799,12202,01,MD,U
20810,12202,01,MD,U
20811,12202,01,MD,U
20812,12202,01,MD,U
20813,12202,01,MD,U
20814,12202,01,MD,U
20815,12202,01,MD,U
20816,12202,01,MD,U
20817,12202,01,MD,U
20818,12202,01,MD,U
20824,12202,01,MD,U
20825,12202,01,MD,U
20827,12202,01,MD,U
20830,12202,01,MD,U
20832,12202,01,MD,U
20833,12202,01,MD,U
20837,12202,01,MD,U
20838,12202,01,MD,U
20839,12202,01,MD,U
20841,12202,01,MD,U
20842,12202,01,MD,U
20847,12202,01,MD,U
20848,12202,01,MD,U
20849,12202,01,MD,U
20850,12202,01,MD,U
20851,12202,01,MD,U
20852,12202,01,MD,U
20853,12202,01,MD,U
20854,12202,01,MD,U
20855,12202,01,MD,U
20857,12202,01,MD,U
20859,12202,01,MD,U
20860,12202,01,MD,U
20861,12202,01,MD,U
20862,12202,01,MD,U
20866,12202,01,MD,U
20868,12202,01,MD,U
20871,12202,01,MD,U
20872,12202,01,MD,U
20874,12202,01,MD,U
20875,12202,01,MD,U
20876,12202,01,MD,U
20877,12202,01,MD,U
20878,12202,01,MD,U
20879,12202,01,MD,U
20880,12202,01,MD,U
20882,12202,01,MD,U
20883,12202,01,MD,U
20884,12202,01,MD,U
20885,12202,01,MD,U
20886,12202,01,MD,U
20889,12202,01,MD,U
20891,12202,01,MD,U
20892,12202,01,MD,U
20894,12202,01,MD,U
20895,12202,01,MD,U
20896,12202,01,MD,U
20897,12202,01,MD,U
20898,12202,01,MD,U
20899,12202,01,MD,U
20901,12202,01,MD,U
20902,12202,01,MD,U
20903,12202,01,MD,U
20904,12202,01,MD,U
20905,12202,01,MD,U
20906,12202,01,MD,U
20907,12202,01,MD,U
20908,12202,01,MD,U
20910,12202,01,MD,U
20911,12202,01,MD,U
20912,12202,01,MD,U
20913,12202,01,MD,U
20914,12202,01,MD,U
20915,12202,01,MD,U
20916,12202,01,MD,U
20918,12202,01,MD,U
20993,12202,01,MD,U
20997,12202,01,MD,U
21001,12302,01,MD,U
21005,12302,01,MD,U
21009,12302,01,MD,U
21010,12302,01,MD,U
21012,12302,01,MD,U
21013,12302,01,MD,U
21014,12302,01,MD,U
21015,12302,01,MD,U
21017,12302,01,MD,U
21018,12302,01,MD,U
21020,12302,01,MD,U
21022,12302,01,MD,U
21023,12302,01,MD,U
21027,12302,01,MD,U
21028,12302,01,MD,U
21029,12302,01,MD,U
21030,12302,01,MD,U
21031,12302,01,MD,U
21032,12302,01,MD,U
21034,12302,01,MD,U
21035,12302,01,MD,U
21036,12302,01,MD,U
21037,12302,01,MD,U
21040,12302,01,MD,U
21041,12302,01,MD,U
21042,12302,01,MD,U
21043,12302,01,MD,U
21044,12302,01,MD,U
21045,12302,01,MD,U
21046,12302,01,MD,U
21047,12302,01,MD,U
21048,12302,01,MD,U
21050,12302,01,MD,U
21051,12302,01,MD,U
21052,12302,01,MD,U
21053,12302,01,MD,U
21054,12302,01,MD,U
21055,12302,01,MD,U
21056,12302,01,MD,U
21057,12302,01,MD,U
21060,12302,01,MD,U
